pid,A,Y,X,W,Z
505,1.0,0.5133,0.8868,-2.9587,-1.6942
506,1.0,0.4997,1.19,-1.1215,0.1229
507,0.0,-0.0707,-0.2132,1.9284,1.2734
508,1.0,1.6426,0.6205,1.2875,0.8883
509,1.0,0.7086,0.7538,1.6702,-0.7105
510,0.0,0.3074,-0.7085,-0.8689,1.7682
511,1.0,1.1571,-0.563,-0.2334,-0.6477
512,1.0,1.6827,-0.0946,1.2592,1.0379
513,0.0,1.0698,-0.3809,1.0055,2.591
514,0.0,-3.0495,0.0632,-3.0798,-0.8647
515,0.0,0.3326,0.3092,-0.2681,0.6701
516,1.0,3.2406,1.239,0.6542,-0.5185
517,0.0,-2.3051,-0.711,-1.0001,-1.3142
518,1.0,1.8313,0.0576,1.1536,0.2742
519,0.0,-0.25,-0.253,0.0201,2.0265
520,0.0,-2.2968,-0.9076,-0.4919,-0.7403
521,1.0,4.2569,0.9507,1.1417,3.9622
522,0.0,-0.7896,-1.0145,0.075,0.4011
523,0.0,-0.4367,-0.073,-1.13,-0.7409
524,0.0,0.7683,0.3202,0.6543,-0.7741
525,0.0,-1.4923,-0.8153,0.1468,-0.0725
526,0.0,-0.6166,1.0839,-1.3338,-1.348
527,0.0,2.2184,0.4214,1.5953,1.7032
528,0.0,0.0899,-0.1424,0.2524,-0.5116
529,1.0,2.5811,-0.2898,1.0702,1.0882
530,0.0,0.1905,0.4601,-1.3881,-1.334
531,1.0,1.594,0.9109,-1.0995,0.2204
532,1.0,3.5777,1.0205,1.6358,2.6556
533,1.0,2.4191,1.8715,3.2594,1.3932
534,0.0,-1.5816,-2.2403,-0.2284,0.3776
535,0.0,-1.8356,-1.2672,-3.1178,-0.9561
536,0.0,2.2386,0.6825,0.3813,-0.9166
537,1.0,1.3273,0.8097,-0.7573,0.6726
538,1.0,0.3433,-1.1947,0.805,0.9591
539,1.0,1.4187,-0.4669,-1.1483,0.4147
540,0.0,-1.9742,-0.3941,-0.3502,-0.9727
541,0.0,-3.0196,-2.5001,-1.2977,0.5402
542,1.0,4.5405,-0.2373,2.0516,1.9774
543,0.0,-2.3583,-1.9045,0.5471,0.0854
544,0.0,-1.0398,-0.4456,-0.7245,1.6053
545,1.0,3.4412,0.0043,1.7256,0.6363
546,0.0,-0.7069,-0.5136,0.3298,0.4571
547,1.0,2.7585,-0.0845,0.9412,1.4202
548,1.0,4.7746,0.0843,1.3111,0.6235
549,1.0,2.9208,-2.0715,1.6764,-0.2086
550,0.0,-2.8877,-3.0053,-0.2426,1.3105
551,0.0,1.1773,-0.4108,1.8166,0.7964
552,0.0,-0.2995,0.2284,-3.2964,-1.8922
553,0.0,-0.6753,0.0501,1.0332,2.145
554,1.0,1.0561,0.3265,-0.0843,0.4621
555,0.0,0.0406,-0.3819,1.1812,1.3122
556,1.0,0.5647,0.7732,0.9821,-0.2708
557,0.0,-0.9551,-0.0924,-0.2425,-2.142
558,0.0,-2.9356,-1.6182,-3.8973,-3.8549
559,0.0,-1.79,-1.5312,-0.0486,0.736
560,1.0,-0.3129,-1.483,0.2742,-0.9227
561,1.0,2.4842,-0.4151,1.1983,1.3899
562,0.0,-4.2581,-0.1516,-4.4257,-2.7931
563,0.0,-1.1871,-0.1713,-0.6941,-0.4854
564,0.0,1.4496,1.0974,0.8677,1.744
565,1.0,2.388,0.2171,0.7576,0.7281
566,0.0,1.1791,0.0739,1.8147,2.515
567,0.0,-3.1789,-1.4619,-2.4708,0.2205
568,0.0,-0.4708,0.7847,-0.3627,0.1083
569,0.0,0.8879,0.5367,-1.1166,0.557
570,0.0,-0.7687,-1.2276,0.8662,-0.1938
571,0.0,-1.2746,1.257,-0.8438,-1.1806
572,1.0,3.2553,0.9384,-0.0952,0.5557
573,1.0,-0.7724,-1.3409,3.7972,0.0548
574,1.0,-0.2118,-0.2428,-1.6979,1.905
575,0.0,1.7288,1.0676,-0.4671,0.4556
576,1.0,0.8601,-0.8451,1.6961,2.7137
577,0.0,-0.9434,0.1147,-1.6949,-0.0523
578,1.0,1.9415,-0.5743,-1.8497,1.3459
579,1.0,2.8161,-1.1491,0.4167,2.934
580,1.0,1.3772,-0.0934,-1.547,-0.4177
581,1.0,5.2593,1.7994,0.2185,0.8797
582,0.0,-1.0469,-0.406,-0.4482,-0.4641
583,0.0,1.0361,-0.0723,1.2573,0.9998
584,0.0,-0.8464,-1.3745,-0.8915,0.5191
585,0.0,-0.1104,-1.573,-0.7192,-1.1244
586,0.0,0.5056,0.4233,0.1141,0.3365
587,1.0,1.6723,1.5703,-0.5364,-1.2333
588,1.0,4.2401,1.3417,0.566,0.8928
589,1.0,2.7318,-0.1366,3.7921,1.558
590,0.0,0.3893,-0.232,-2.8223,-0.1018
591,1.0,2.4159,-1.8205,1.5105,1.488
592,1.0,2.6661,1.5489,2.1876,0.2385
593,0.0,0.057,0.2689,0.2383,0.5511
594,1.0,4.7469,0.864,0.2832,2.6151
595,0.0,0.4439,0.6441,-3.1371,-3.1064
596,0.0,-1.7624,-1.2257,0.1026,-1.5289
597,1.0,2.7161,0.3856,0.1552,0.6687
598,0.0,-0.9786,-0.4799,0.1701,0.5883
599,1.0,2.4332,-1.5712,-0.0843,-0.8954
600,1.0,1.2652,-0.3438,1.2157,1.1658
601,1.0,2.257,-0.0824,-0.4806,2.6182
602,1.0,-2.1992,-1.5379,0.1447,-1.3413
603,1.0,2.1758,-0.5221,-0.0788,-0.8159
604,1.0,-0.7711,-1.7551,-3.7988,-1.6726
605,0.0,3.1402,1.5013,1.9635,2.407
606,0.0,1.3804,0.6977,-1.2268,-1.2059
607,0.0,0.365,0.9481,0.3966,-3.9182
608,1.0,1.6067,0.7489,-0.1593,0.3102
609,0.0,0.6455,-0.1516,0.8139,-1.6089
610,1.0,-0.3212,-0.7478,1.2051,1.2759
611,0.0,-2.6156,-0.8887,-2.3729,-1.5388
612,0.0,-0.9916,-1.0962,0.7922,1.3866
613,1.0,0.7755,1.3719,-1.0116,-0.7757
614,1.0,2.7875,-0.8768,1.749,1.1875
615,0.0,-2.369,-2.3563,0.8806,-0.2663
616,1.0,2.2653,-0.691,1.5392,2.1267
617,1.0,0.6897,1.2745,0.7975,2.0299
618,1.0,1.1302,1.4502,0.3368,-0.8737
619,0.0,0.58,0.6379,-1.2174,-1.0915
620,1.0,0.1446,-0.816,-0.8638,-1.0978
621,0.0,-2.1327,-1.5951,-2.0211,-2.2632
622,1.0,0.0251,0.5508,-0.4407,1.0431
623,0.0,2.6676,1.1943,1.5194,2.0199
624,0.0,-0.8715,-0.055,-0.9929,0.1248
625,0.0,-0.0941,0.7636,-0.8426,-1.4719
626,1.0,0.6863,0.6328,-0.3004,0.0144
627,0.0,-2.6127,-1.1282,-2.4714,-0.2247
628,0.0,-1.4285,-0.3273,0.7292,-0.803
629,1.0,-0.0107,0.929,0.6989,0.1096
630,1.0,1.635,-0.6602,1.351,2.9806
631,0.0,-4.6404,-0.2294,-1.9396,-3.83
632,0.0,1.6467,1.6481,0.8199,-0.5853
633,1.0,6.3168,0.7603,2.7369,3.2854
634,0.0,-0.7203,0.0162,-1.4314,-0.2127
635,1.0,0.6629,-0.6141,-0.1264,2.1216
636,0.0,0.2687,1.0301,-0.0441,-1.3251
637,0.0,-1.1722,-0.1662,-1.2147,-0.9991
638,1.0,1.61,0.4225,0.3917,0.902
639,0.0,-1.3928,-1.2043,-0.7392,-0.2997
640,0.0,-4.0041,-1.1981,-3.2552,-0.0627
641,1.0,3.3006,0.2954,-1.1324,1.2144
642,1.0,5.766,0.9458,0.6482,2.6344
643,0.0,1.1338,1.1128,1.7956,0.7885
644,1.0,2.4169,-1.2359,2.0498,0.4389
645,0.0,-1.8858,-0.6118,-0.178,-0.9903
646,1.0,-3.1929,-0.1065,-1.0793,-0.4435
647,1.0,-0.552,-0.578,1.208,-0.7902
648,1.0,1.9326,1.6873,-2.1274,0.769
649,0.0,1.8232,2.1813,0.8897,1.2335
650,1.0,1.8698,-1.76,0.6527,0.925
651,0.0,-0.8707,0.0183,-2.6136,-0.4597
652,0.0,0.7143,-0.2123,1.3137,3.087
653,0.0,-2.8104,-1.0323,0.4621,0.5103
654,1.0,-0.0885,-0.2272,-2.2284,-4.4122
655,0.0,0.1462,-2.4324,0.0966,0.782
656,0.0,2.0089,0.7442,1.254,1.915
657,0.0,1.9,1.9281,-0.6181,-0.1811
658,1.0,3.6982,0.2043,2.4812,2.4954
659,1.0,2.2795,-0.0202,1.4813,0.0875
660,0.0,0.5027,-0.3463,0.2332,0.3258
661,1.0,0.5518,-0.9493,1.1462,1.1872
662,0.0,-1.881,-0.9849,-0.9124,-1.1896
663,1.0,1.2708,-0.3599,1.7441,-0.0856
664,1.0,1.5508,-0.2941,1.9797,0.2724
665,1.0,-1.0613,-0.4599,-1.6433,-1.3426
666,0.0,1.7768,-1.0568,1.2437,0.7522
667,1.0,-0.6293,-0.152,-0.878,-2.059
668,1.0,3.9098,1.4652,2.6509,1.6794
669,1.0,1.7853,0.5969,0.8452,-1.5762
670,0.0,-2.7196,1.455,-1.7611,-0.4265
671,1.0,3.4369,0.3909,1.1106,3.6709
672,0.0,-0.9426,-0.3028,-0.1638,-1.1903
673,1.0,0.5692,0.487,1.2934,-0.1879
674,0.0,0.2995,-0.0989,-0.5354,-0.261
675,1.0,2.1597,0.2998,-0.1099,1.8068
676,0.0,-1.5436,-1.0334,-1.3542,-1.4402
677,0.0,-0.9855,-1.3972,-0.0196,-1.8602
678,0.0,-0.6933,0.1954,1.6075,1.4133
679,0.0,-0.6715,1.2702,-1.313,-1.235
680,1.0,-0.4297,-2.0401,-1.0516,-0.5161
681,1.0,2.0087,0.3077,0.721,-0.1367
682,1.0,1.9698,0.4172,0.3544,1.3294
683,1.0,2.447,2.1877,0.1621,-1.224
684,1.0,-0.2504,1.2191,-0.9132,-2.5445
685,0.0,-0.8054,-0.6899,-0.0914,0.4827
686,0.0,1.2832,-0.6367,-0.9651,-1.2064
687,1.0,3.5199,1.8855,2.2003,0.919
688,1.0,3.1051,0.6626,0.2631,0.8095
689,1.0,2.8603,1.3611,1.196,0.4807
690,1.0,-1.4705,-0.7387,-1.2519,1.2011
691,1.0,2.9873,0.6753,0.1293,1.4803
692,1.0,0.6967,0.2953,0.834,-1.4224
693,1.0,1.9139,-0.097,1.8522,2.3267
694,0.0,3.3394,-0.249,1.8234,2.5392
695,0.0,-0.5639,-0.0929,-1.2494,-1.3296
696,0.0,-1.7692,0.9461,1.1047,-0.0636
697,1.0,1.3007,-1.1153,1.498,0.8242
698,1.0,2.8949,-0.1506,0.1378,-0.6326
699,0.0,-2.8354,-1.4437,0.2574,2.3063
700,0.0,0.1688,2.1397,-0.662,0.0258
701,0.0,-2.9287,-1.9493,-1.3098,-0.5871
702,0.0,-3.2669,1.3839,-3.8931,-2.9933
703,0.0,2.2271,1.3399,1.7002,2.1773
704,1.0,-1.545,-0.0021,1.2895,-0.3636
705,0.0,-0.5378,0.3149,0.6685,-0.2942
706,1.0,2.2952,0.159,1.8691,0.6261
707,1.0,3.5122,0.4743,0.4056,1.2843
708,1.0,1.4245,-0.0081,1.723,1.4268
709,0.0,-1.4883,-0.1232,-0.033,0.834
710,0.0,1.1543,-0.5813,-1.2843,-1.5226
711,1.0,1.0914,-0.2355,0.7529,0.1443
712,0.0,-2.0446,0.2407,-1.3608,-1.1868
713,0.0,-0.8697,1.3701,-0.5174,-2.7636
714,1.0,1.8991,0.4853,-0.8038,-0.7327
715,1.0,3.244,-0.4304,1.1592,1.4012
716,1.0,3.9196,0.4762,1.2176,-1.6665
717,0.0,-3.522,-1.3884,-3.1774,-1.2855
718,0.0,-3.3987,0.5633,-2.4568,-3.8983
719,0.0,-0.3922,-0.6147,0.9463,1.3771
720,0.0,0.2606,0.1551,-1.0625,-2.0895
721,0.0,-1.4002,-0.3984,0.7689,0.8368
722,0.0,0.4517,1.8285,0.7693,0.3971
723,0.0,-0.6457,0.8735,-2.3899,-1.9611
724,0.0,-0.4896,-0.3138,-0.0452,1.1523
725,0.0,1.3149,0.5354,0.5353,1.587
726,0.0,2.2919,-1.7351,-0.6791,0.9303
727,0.0,0.6003,1.6845,-0.4553,0.1996
728,0.0,-0.496,1.2996,-1.5962,-1.0143
729,0.0,2.1338,-0.4982,0.8681,1.6092
730,1.0,1.5874,1.0345,0.6612,-0.0305
731,0.0,-2.0521,2.1326,-2.9213,-2.2157
732,1.0,2.325,0.8142,1.1191,1.4571
733,0.0,-2.8309,-1.0189,-2.6561,-1.025
734,1.0,2.7066,0.3237,-0.139,-0.3837
735,0.0,0.4354,0.4009,2.2518,1.3216
736,1.0,0.1467,-0.5367,2.5335,-0.4653
737,1.0,-0.3135,-2.437,1.1581,1.1012
738,0.0,-1.1689,-0.9316,-0.7994,-0.5774
739,0.0,-1.6461,-1.0287,1.6004,-1.0003
740,1.0,1.8842,-0.8005,0.7027,1.8029
741,1.0,2.1172,-0.1259,-0.7632,0.2198
742,0.0,-0.2526,-0.0054,-0.9636,-1.326
743,0.0,0.8152,0.2376,-1.2793,-1.5857
744,0.0,-2.2859,-1.0116,-0.1107,-0.8688
745,0.0,0.6356,-0.8091,0.1093,0.9643
746,1.0,2.5598,0.0232,1.8593,1.484
747,1.0,-0.0911,0.5337,-1.2776,-1.1936
748,1.0,4.0341,1.5633,3.2554,0.0396
749,1.0,1.8999,0.3216,-0.5555,0.8214
750,0.0,-3.2464,-0.0391,-1.2556,-2.8385
751,0.0,-3.3524,0.7288,-2.5585,-2.3858
752,0.0,0.975,0.1675,0.1032,0.8124
753,1.0,-0.2408,-1.3707,-1.6023,0.9365
754,1.0,0.9296,0.8639,-1.1387,1.9157
755,1.0,0.8012,-0.7582,-0.5038,1.676
756,1.0,5.0461,0.3055,4.0134,3.8576
757,0.0,-0.6713,0.2599,-3.047,-1.3616
758,0.0,-1.9858,-0.4115,-4.8146,-0.7711
759,1.0,-1.1035,-1.5067,-1.7173,-2.8177
760,0.0,-4.9732,-0.1522,-2.4649,-1.4146
761,0.0,0.525,0.1961,0.1675,-1.4908
762,0.0,-2.8229,-2.0818,0.6543,-0.4665
763,1.0,1.9299,1.8021,2.1999,1.7588
764,0.0,-0.1894,0.5674,1.4447,1.8561
765,1.0,-2.0684,-0.5518,-1.6896,-1.8913
766,0.0,-0.5269,-0.8564,-2.81,-1.5595
767,0.0,-2.8908,0.0818,-1.4869,-1.6126
768,1.0,2.302,0.4107,1.5851,1.5462
769,0.0,-0.7549,-0.1077,-2.8137,-0.638
770,0.0,-0.2097,-0.1767,-1.0676,-0.1125
771,1.0,-0.3685,1.0303,-0.2855,-1.4497
772,0.0,-2.6536,0.0902,-2.8372,-1.0899
773,0.0,-4.515,-0.0006,-2.3955,-2.3399
774,0.0,-2.0753,0.5866,-3.2949,-1.4025
775,0.0,-1.8697,-0.8943,-2.61,0.2396
776,1.0,0.8072,0.7348,0.5404,-0.2085
777,1.0,2.98,0.713,1.5737,1.0981
778,0.0,1.4196,-0.3999,0.3553,-0.6671
779,0.0,-0.8142,-1.4495,0.8991,-0.8904
780,1.0,2.2544,1.732,0.5581,0.3994
781,1.0,-0.4638,-1.5762,2.0749,2.2555
782,0.0,-0.5407,-1.4885,0.2634,0.1148
783,0.0,2.4046,0.4481,1.0257,-0.3545
784,0.0,-1.1533,-0.7851,-1.0977,0.8372
785,0.0,2.0637,0.2371,1.128,0.4891
786,1.0,2.0862,0.3801,1.4714,0.3753
787,1.0,2.6448,0.0421,3.5545,1.303
788,0.0,0.0076,1.0945,-1.3167,0.1619
789,0.0,1.049,0.1821,0.6049,-1.034
790,1.0,3.7863,0.1247,0.7964,0.3344
791,0.0,-0.665,-1.3588,0.276,0.5578
792,0.0,-2.3994,-0.9374,0.2905,-1.4509
793,0.0,-2.5191,-1.3561,0.8185,-0.0751
794,1.0,0.8615,-0.9389,0.6453,1.6501
795,0.0,-1.0403,-0.0491,-2.1925,-0.9092
796,1.0,1.1437,0.1298,0.4827,1.2723
797,1.0,-2.0069,0.4965,-0.4421,-0.3056
798,0.0,0.2879,-0.5281,0.0687,1.764
799,1.0,1.8277,-0.4224,0.441,-1.1464
800,1.0,1.6432,0.256,1.4192,0.6597
801,1.0,1.7478,0.4174,-0.7727,-0.1496
802,0.0,-0.005,-0.4037,-0.8722,-1.8158
803,0.0,1.9845,1.2199,0.4111,1.5536
804,1.0,1.7503,0.7884,0.4494,-0.1634
805,0.0,0.8383,0.9072,-0.7842,-0.5291
806,1.0,1.079,-0.996,-0.078,1.5837
807,0.0,0.8414,1.9509,-1.2123,-1.0491
808,1.0,-0.6876,1.0609,-0.6357,0.5946
809,0.0,0.4452,-0.076,1.2622,-0.1067
810,1.0,4.1827,0.1589,3.5774,3.1009
811,0.0,-3.3943,-0.0146,-3.8965,-1.5431
812,0.0,-1.0642,-0.1959,-0.5873,0.8182
813,1.0,3.1358,-0.3741,1.8466,3.8212
814,1.0,2.5766,-0.1789,0.6144,1.5313
815,1.0,2.4476,-0.5529,3.7465,0.5559
816,1.0,1.2319,0.0395,3.3396,0.0287
817,1.0,3.5804,0.482,3.0991,0.649
818,0.0,-2.6448,-1.9405,1.4471,0.3809
819,0.0,0.101,-0.4344,0.2826,-0.8105
820,1.0,2.6026,1.6136,0.3702,1.5269
821,1.0,4.7102,0.9713,-0.0459,1.6281
822,0.0,0.5673,-2.0046,0.1358,0.1334
823,0.0,1.1734,-0.0433,0.5049,-1.1535
824,0.0,-2.4056,-1.367,0.9456,0.1847
825,0.0,-1.222,0.4977,0.2558,-0.2079
826,0.0,0.7381,0.0582,0.1148,2.0252
827,0.0,-0.3608,-1.3181,-0.9176,1.1045
828,0.0,-0.9754,-1.4169,-1.3903,-3.307
829,0.0,-2.0802,-1.9978,-0.8946,0.3621
830,1.0,0.49,1.3065,-1.4427,-0.7684
831,0.0,0.3158,0.5979,2.897,0.4207
832,1.0,-0.4039,-0.4008,-0.7616,-0.3083
833,0.0,0.9496,2.4407,-2.6545,-1.64
834,1.0,1.0297,-0.1411,-0.0066,1.0447
835,0.0,-0.0951,-0.5383,-2.0749,-1.6963
836,0.0,-0.7838,-1.1471,-1.0972,-1.0086
837,1.0,-0.9633,0.2206,-0.9714,-1.2729
838,0.0,-1.7929,-0.8448,-0.7724,-0.2709
839,0.0,0.26,-0.189,1.0244,-0.1282
840,0.0,1.2924,0.415,1.296,1.5893
841,0.0,0.163,-0.4595,0.5833,0.2485
842,0.0,-1.2799,-1.3438,-1.1679,-0.8425
843,0.0,-1.8331,-0.7873,-0.1579,-1.8125
844,0.0,0.8042,1.8793,-1.8271,1.7073
845,1.0,0.1096,0.0147,-1.7897,-0.227
846,1.0,1.7277,-1.921,1.1921,1.7075
847,1.0,0.5852,-0.2981,0.6568,-1.167
848,1.0,3.3848,1.0093,-0.5016,2.6067
849,0.0,3.1649,-0.2672,2.7824,1.2262
850,1.0,0.6974,-1.2724,-0.0602,0.032
851,0.0,-5.3207,-0.6102,-3.681,-3.5209
852,0.0,2.7453,-1.959,2.4184,2.0784
853,1.0,1.3261,-0.0795,0.7922,0.7183
854,1.0,3.8499,2.3602,2.4046,2.1322
855,0.0,-0.9024,0.9513,-1.0047,-1.3386
856,1.0,3.8501,0.1675,3.7635,2.7744
857,0.0,-4.2328,-1.9164,-3.7092,-1.14
858,1.0,1.0243,0.2939,-0.2941,-2.2999
859,0.0,-0.4161,-0.9913,-1.1795,-0.5617
860,1.0,3.0088,1.0097,1.8127,2.3417
861,1.0,-1.1339,0.2593,-1.7453,-1.1958
862,1.0,1.0157,-0.4824,-0.3345,-0.7171
863,0.0,-2.7568,-0.6714,-1.2118,-1.6606
864,0.0,-3.0845,-1.0535,0.553,-0.8932
865,1.0,2.2478,-0.5085,0.341,-0.8012
866,0.0,-2.8484,0.5955,-0.4672,-1.4101
867,1.0,3.4604,0.5287,1.2088,0.4517
868,1.0,2.4729,1.2701,2.2664,0.7154
869,0.0,-0.1415,0.8862,1.1991,-0.5589
870,1.0,3.7876,1.2935,1.0931,1.4612
871,0.0,2.5822,0.384,1.4746,1.8385
872,1.0,-1.061,2.0844,-1.5659,-1.1873
873,0.0,-0.659,-1.1309,1.3167,-0.8271
874,1.0,-1.7827,-0.3381,-0.4926,-1.0504
875,1.0,-0.0953,-0.07,-1.4384,-0.5105
876,0.0,-4.5149,-1.0326,-3.3983,-3.7196
877,1.0,2.2898,1.462,0.0185,-0.0014
878,0.0,-1.8396,-0.5398,2.1444,-0.7264
879,0.0,-0.2893,-0.6786,0.8629,-0.8527
880,1.0,-0.8157,0.5254,-1.6682,-0.1013
881,1.0,1.4327,0.287,0.7104,1.0
882,1.0,2.2888,0.2174,1.235,2.6611
883,1.0,1.2918,0.6268,-2.0821,0.9986
884,0.0,-1.4264,-2.5632,-1.3354,0.9622
885,1.0,0.4428,-0.0583,0.7101,0.5679
886,0.0,-0.092,0.4751,0.9343,-0.6616
887,1.0,2.3061,0.4261,-0.6839,1.5703
888,0.0,0.5646,0.1505,-0.7663,-1.6136
889,1.0,1.9521,1.3858,-1.1083,0.5184
890,0.0,-2.0937,-0.7834,-1.625,-4.353
891,0.0,0.6762,1.992,-2.6014,-2.0652
892,0.0,-1.3439,-1.4791,0.7025,-1.8221
893,1.0,2.6004,0.1452,2.4231,-0.3183
894,1.0,0.4482,1.0784,-0.102,-0.6789
895,1.0,-0.5418,-1.1011,0.3751,-0.6117
896,0.0,2.0197,0.7653,-0.2221,-0.8558
897,0.0,-4.3293,-2.1884,-4.6564,-4.1914
898,0.0,-2.9508,-2.1267,-0.9068,-1.2878
899,0.0,0.9253,-1.8045,-0.4801,2.1078
900,1.0,2.2034,-1.4651,4.0325,2.3922
901,1.0,0.0712,0.0896,1.6092,0.6393
902,1.0,2.1328,0.4103,1.9235,0.1862
903,0.0,0.9677,0.2339,2.3414,-1.0254
904,0.0,-0.9749,-1.5824,-0.9864,0.8802
905,0.0,0.0978,-0.6691,-1.2994,-0.8222
906,0.0,1.232,0.2223,1.6596,0.2196
907,1.0,0.4388,-1.3945,-0.3792,1.3668
908,0.0,-2.7428,-2.2527,-0.0302,-0.165
909,0.0,-1.0435,-1.0192,0.0454,1.7975
910,1.0,4.1085,-0.2506,1.5264,1.2985
911,0.0,-1.2555,-1.4071,0.489,-0.1514
912,1.0,0.6023,-0.2326,-0.559,2.4362
913,1.0,0.5327,-1.465,1.1845,1.1525
914,0.0,-0.1983,1.1685,-1.5182,-0.2487
915,0.0,-0.6964,0.252,-0.8361,0.6035
916,0.0,-1.265,-0.0343,1.1665,0.1476
917,0.0,-0.2815,0.9129,-1.0571,0.0724
918,0.0,1.6718,-1.3644,-0.8969,1.9109
919,1.0,4.7145,0.4105,1.223,2.3904
920,0.0,-1.7114,-1.6525,-0.2481,0.1813
921,0.0,0.1111,0.7862,-2.3351,-1.3804
922,1.0,3.5303,1.184,0.2285,-0.4575
923,0.0,-2.4692,-1.5039,-0.4111,-1.1974
924,1.0,-0.4214,-0.4483,-0.7921,-0.6465
925,0.0,1.0263,0.978,-0.3589,0.4288
926,0.0,0.826,-0.4837,-2.237,-1.8331
927,1.0,3.4989,0.4967,2.115,1.3297
928,1.0,0.9346,-0.8038,-0.0202,-2.1877
929,1.0,4.3574,0.7065,0.6601,3.0528
930,1.0,2.0437,-0.8023,2.7893,0.5581
931,0.0,-0.1326,0.9779,-2.2201,-0.5261
932,0.0,-0.0215,0.4274,-1.3313,-1.3603
933,1.0,-0.1475,-0.8243,0.076,0.1207
934,1.0,3.6375,0.2468,3.2415,-0.6086
935,1.0,3.7545,1.6806,1.7545,0.3271
936,1.0,1.9542,-0.3801,0.8131,2.201
937,1.0,1.1643,0.5717,-1.5203,-0.7121
938,1.0,1.5556,0.0022,0.9596,0.0392
939,1.0,3.3227,0.2506,1.2935,2.4023
940,1.0,2.8836,0.94,2.2074,1.8923
941,1.0,0.2501,-0.6196,0.5824,-1.119
942,0.0,-2.134,-1.5396,-1.8485,-2.9517
943,0.0,-3.1751,-2.1298,-1.2106,-2.2137
944,1.0,2.6448,0.4123,0.6989,0.3292
945,0.0,1.0415,-0.7784,0.5279,1.4336
946,1.0,0.9986,0.2139,-0.9454,-1.4123
947,1.0,1.0687,-0.5064,0.3664,-0.8373
948,1.0,-0.5626,-0.7002,-0.6053,-2.3142
949,0.0,-3.1877,-0.1098,-1.6843,-2.5823
950,1.0,3.1887,2.9577,0.0539,-1.1282
951,0.0,0.278,-1.7256,3.332,1.9354
952,0.0,-0.1194,0.5619,-1.4333,-2.7601
953,0.0,-2.3803,-0.2943,-1.8556,-1.9328
954,0.0,-3.2784,-0.8261,-1.9479,-1.1811
955,1.0,2.6285,1.0121,0.69,1.0519
956,1.0,3.4533,-0.5989,2.0369,2.3535
957,1.0,-0.532,-0.4105,-0.7898,0.3299
958,0.0,0.874,0.522,1.6959,1.8336
959,1.0,2.4185,-0.8595,0.5058,1.2741
960,0.0,-1.7516,-0.6208,-3.3175,-1.0319
961,1.0,2.7239,1.0867,-0.3657,1.0679
962,1.0,3.676,-0.0068,2.8835,2.2889
963,0.0,1.3726,-0.1043,0.7053,1.6538
964,1.0,-2.2086,0.674,-1.3568,-1.1682
965,1.0,0.285,0.5379,-0.8194,0.6058
966,1.0,3.2163,1.3616,1.9649,-1.4837
967,1.0,4.2231,1.2713,2.8433,0.2341
968,0.0,-2.0747,-1.6396,-0.2172,1.0138
969,1.0,1.1882,0.7366,-0.114,1.4966
970,0.0,0.3191,-1.0658,-0.3364,0.7577
971,0.0,-0.7961,0.4601,-2.6587,-3.5051
972,0.0,-0.4195,0.3017,-0.5656,-0.3197
973,1.0,-1.6163,-1.3564,0.6122,0.6016
974,0.0,-0.2614,-0.4545,-1.9383,-0.8659
975,1.0,3.7274,0.807,1.5594,2.8781
976,0.0,1.0765,0.8595,-0.0493,-0.5386
977,0.0,-0.8115,0.9212,-1.195,-1.8867
978,1.0,2.9149,0.0687,-0.1964,0.4456
979,0.0,0.782,0.2,0.1892,0.2153
980,0.0,-3.4497,0.9072,-2.7368,-1.6024
981,0.0,-1.8275,-0.9376,-0.788,-0.841
982,1.0,2.0713,-0.1577,0.5741,0.6214
983,0.0,-2.1939,0.4893,-0.1622,-0.3834
984,0.0,-2.3209,-0.7749,-0.5368,0.364
985,1.0,0.8092,-1.3719,0.3941,0.6567
986,0.0,-0.8335,-0.3002,-0.3042,-0.0753
987,1.0,2.7084,-0.2254,3.6071,-0.4007
988,1.0,2.1643,2.3,1.3101,-0.4219
989,0.0,0.5345,0.7381,-0.6461,-0.2595
990,0.0,-0.845,-0.8336,-0.471,-0.9634
991,0.0,0.1629,1.0511,0.0948,-1.2807
992,0.0,0.9763,-0.4702,0.8303,1.0235
993,1.0,1.1713,0.7842,0.4532,0.149
994,0.0,2.6605,1.1485,1.5267,1.2708
995,1.0,3.2317,0.0672,3.362,3.5597
996,0.0,-0.1389,-0.188,-0.9776,0.5688
997,0.0,0.1225,0.1614,-0.6222,3.2614
998,0.0,0.7066,2.272,-2.8003,-0.8901
999,1.0,4.0273,0.5471,-0.1626,0.705
1000,1.0,0.9906,-0.8143,-0.2828,-0.305
1001,1.0,2.3613,0.8425,1.0275,0.9364
1002,1.0,4.6527,-0.484,3.9926,2.2101
1003,0.0,-0.6418,1.2113,-1.3232,-0.9194
1004,0.0,-4.1985,-1.4324,-1.8342,-2.4787
1005,0.0,1.5538,-0.4541,0.1403,2.2795
1006,0.0,0.7847,2.0853,0.5973,-2.7009
1007,1.0,0.7085,-0.2231,-1.0313,-1.6747
1008,1.0,2.5448,0.7474,0.6572,0.916
1009,0.0,-1.4063,-0.4678,-0.197,-0.7537
1010,1.0,2.497,1.1233,0.9048,1.3253
1011,0.0,-0.4833,-1.2956,0.8224,-1.4457
1012,0.0,-2.8882,0.2481,-0.0613,-0.8416
